Industry,Company,Contact_Party,Contact_Type,Cat 1,Cat 2,Cat 3,Cat 4,Cat 1 Label,Cat 2 Label,Cat 3 Label,Cat 4 Label
Banking & Insurance,Bank of America,Customer,External,2,3,4,1,Personalization & Engagement,Multimodal AI,Customer Retention & Loyalty,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,1,4,1,Customer Support & Query Resolution,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,3,3,1,Customer Support & Query Resolution,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,3,4,1,Customer Support & Query Resolution,Multimodal AI,Customer Retention & Loyalty,Text-to-Text AI
Banking & Insurance,Lemonade,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Lemonade,Customer,External,5,1,3,1,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,MetLife,Customer,External,4,1,3,4,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Banking & Insurance,MetLife,Customer,External,5,1,3,4,Process Automation,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Banking & Insurance,ING,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,TD Bank,Customer,Internal,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,South State Bank,Customer,Internal,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Automotive,General Motors,Customer,External,4,1,3,4,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Automotive,Mercedes,Customer,External,2,1,3,4,Personalization & Engagement,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Automotive,CarMax,Customer,External,1,5,2,1,Summarization & Insights,Marketing & Personalized AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Automotive,VW,Customer,External,2,1,2,1,Personalization & Engagement,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,United Airlines,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Booking.com,Customer,External,2,5,2,1,Personalization & Engagement,Marketing & Personalized AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Marriott International,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Delta Air Lines,Company,Internal,5,3,3,2,Process Automation,Multimodal AI,Service Usage & Ongoing Support,Text-to-Image AI
Travel & Hospitality,KLM Royal Dutch Airlines,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Qualtrics (metrics for hospitality),None,Internal,6,6,4,1,Predictive Analytics & Sentiment Analysis,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,1,1,1,Summarization & Insights,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,1,2,1,Summarization & Insights,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,1,4,1,Summarization & Insights,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,2,1,1,Summarization & Insights,Multi-Agent System,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,2,2,1,Summarization & Insights,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,2,3,1,Summarization & Insights,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,2,4,1,Summarization & Insights,Multi-Agent System,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,4,1,1,Summarization & Insights,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,4,2,1,Summarization & Insights,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,4,4,1,Summarization & Insights,Process Automation (RPA),Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,5,1,1,Summarization & Insights,Marketing & Personalized AI,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,5,2,1,Summarization & Insights,Marketing & Personalized AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,5,3,1,Summarization & Insights,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,1,5,4,1,Summarization & Insights,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,1,1,1,Content Creation & Enhancement,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,1,2,1,Content Creation & Enhancement,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,1,3,1,Content Creation & Enhancement,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,1,4,1,Content Creation & Enhancement,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,2,1,1,Content Creation & Enhancement,Multi-Agent System,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,2,2,1,Content Creation & Enhancement,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,2,3,1,Content Creation & Enhancement,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,2,4,1,Content Creation & Enhancement,Multi-Agent System,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,4,1,1,Content Creation & Enhancement,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,4,2,1,Content Creation & Enhancement,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,4,3,1,Content Creation & Enhancement,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,4,4,1,Content Creation & Enhancement,Process Automation (RPA),Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,5,1,1,Content Creation & Enhancement,Marketing & Personalized AI,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,5,2,1,Content Creation & Enhancement,Marketing & Personalized AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,5,3,1,Content Creation & Enhancement,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,3,5,4,1,Content Creation & Enhancement,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,1,1,1,Process Automation,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,1,2,1,Process Automation,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,1,3,1,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,1,4,1,Process Automation,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,2,1,1,Process Automation,Multi-Agent System,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,2,2,1,Process Automation,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,2,3,1,Process Automation,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,2,4,1,Process Automation,Multi-Agent System,Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,4,1,1,Process Automation,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,4,2,1,Process Automation,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,4,3,1,Process Automation,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,4,4,1,Process Automation,Process Automation (RPA),Customer Retention & Loyalty,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,5,1,1,Process Automation,Marketing & Personalized AI,Awareness & Brand Discovery,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,5,2,1,Process Automation,Marketing & Personalized AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,5,3,1,Process Automation,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Trip.com,Customer,External,5,5,4,1,Process Automation,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,1,3,4,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,1,4,1,Summarization & Insights,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,1,4,4,Summarization & Insights,Conversational AI,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,6,3,1,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,6,3,4,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,6,4,1,Summarization & Insights,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,6,4,4,Summarization & Insights,Predictive Analysis,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,7,3,1,Summarization & Insights,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,7,3,4,Summarization & Insights,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,7,4,1,Summarization & Insights,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,1,7,4,4,Summarization & Insights,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,1,3,4,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,1,4,1,Customer Support & Query Resolution,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,1,4,4,Customer Support & Query Resolution,Conversational AI,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,6,3,1,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,6,3,4,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,6,4,1,Customer Support & Query Resolution,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,6,4,4,Customer Support & Query Resolution,Predictive Analysis,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,7,3,1,Customer Support & Query Resolution,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,7,3,4,Customer Support & Query Resolution,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,7,4,1,Customer Support & Query Resolution,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,4,7,4,4,Customer Support & Query Resolution,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,1,3,1,Predictive Analytics & Sentiment Analysis,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,1,3,4,Predictive Analytics & Sentiment Analysis,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,1,4,1,Predictive Analytics & Sentiment Analysis,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,1,4,4,Predictive Analytics & Sentiment Analysis,Conversational AI,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,6,3,1,Predictive Analytics & Sentiment Analysis,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,6,3,4,Predictive Analytics & Sentiment Analysis,Predictive Analysis,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,6,4,1,Predictive Analytics & Sentiment Analysis,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,6,4,4,Predictive Analytics & Sentiment Analysis,Predictive Analysis,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,7,3,1,Predictive Analytics & Sentiment Analysis,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,7,3,4,Predictive Analytics & Sentiment Analysis,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Voice-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,7,4,1,Predictive Analytics & Sentiment Analysis,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,LG Electronics,Customer,External,6,7,4,4,Predictive Analytics & Sentiment Analysis,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Voice-to-Text AI
Consumer Goods,Samsung,Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,1,1,4,1,Summarization & Insights,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,1,5,3,1,Summarization & Insights,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,1,5,4,1,Summarization & Insights,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,1,7,3,1,Summarization & Insights,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,1,7,4,1,Summarization & Insights,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,4,1,4,1,Customer Support & Query Resolution,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,4,5,3,1,Customer Support & Query Resolution,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,4,5,4,1,Customer Support & Query Resolution,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,4,7,3,1,Customer Support & Query Resolution,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,4,7,4,1,Customer Support & Query Resolution,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,6,1,3,1,Predictive Analytics & Sentiment Analysis,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,6,1,4,1,Predictive Analytics & Sentiment Analysis,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,6,5,3,1,Predictive Analytics & Sentiment Analysis,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,6,5,4,1,Predictive Analytics & Sentiment Analysis,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,6,7,3,1,Predictive Analytics & Sentiment Analysis,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Samsung,Customer,External,6,7,4,1,Predictive Analytics & Sentiment Analysis,Sentiment Analysis & Customer Insights,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Sony,Customer,Internal; External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Sony,Customer,Internal; External,1,6,3,1,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Sony,Customer,Internal; External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Sony,Customer,Internal; External,4,6,3,1,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Haier,Customer,External,1,5,3,1,Summarization & Insights,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Haier,Customer,External,1,5,4,1,Summarization & Insights,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Haier,Customer,External,1,6,3,1,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Haier,Customer,External,1,6,4,1,Summarization & Insights,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Haier,Customer,External,2,5,3,1,Personalization & Engagement,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Haier,Customer,External,2,5,4,1,Personalization & Engagement,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Haier,Customer,External,2,6,3,1,Personalization & Engagement,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Haier,Customer,External,2,6,4,1,Personalization & Engagement,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Haier,Customer,External,4,5,3,1,Customer Support & Query Resolution,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Haier,Customer,External,4,5,4,1,Customer Support & Query Resolution,Marketing & Personalized AI,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Haier,Customer,External,4,6,3,1,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Consumer Goods,Haier,Customer,External,4,6,4,1,Customer Support & Query Resolution,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
Consumer Goods,Whirlpool,Customer,External,1,1,3,3,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
Consumer Goods,Whirlpool,Customer,External,1,6,3,3,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Voice AI
Consumer Goods,Whirlpool,Customer,External,5,1,3,3,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
Consumer Goods,Whirlpool,Customer,External,5,6,3,3,Process Automation,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Voice AI
Telco,Comcast,Customer,Internal; External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Comcast,Customer,Internal; External,1,4,4,1,Summarization & Insights,Process Automation (RPA),Customer Retention & Loyalty,Text-to-Text AI
Telco,Comcast,Customer,Internal; External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Comcast,Customer,Internal; External,4,4,4,1,Customer Support & Query Resolution,Process Automation (RPA),Customer Retention & Loyalty,Text-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,1,4,3,4,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Voice-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,1,6,3,1,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,1,6,3,4,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Voice-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,4,4,3,4,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Voice-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,4,6,3,1,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,4,6,3,4,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Voice-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,5,4,3,1,Process Automation,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,5,4,3,4,Process Automation,Process Automation (RPA),Service Usage & Ongoing Support,Voice-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,5,6,3,1,Process Automation,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Telco,Deutsche Telekom,Company,Internal; External,5,6,3,4,Process Automation,Predictive Analysis,Service Usage & Ongoing Support,Voice-to-Text AI
Telco,LG Uplus,Customer,External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,LG Uplus,Customer,External,1,6,3,1,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Telco,LG Uplus,Customer,External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,LG Uplus,Customer,External,4,6,3,1,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Telco,Orange,Customer,External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Orange,Customer,External,1,4,3,4,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Voice-to-Text AI
Telco,Orange,Customer,External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Orange,Customer,External,4,4,3,4,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Voice-to-Text AI
Telco,BG Telekom,Customer,External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,BG Telekom,Customer,External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Salt Mobile,Customer,External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Salt Mobile,Customer,External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Sunrise,Customer,Internal; External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Sunrise,Customer,Internal; External,1,6,3,1,Summarization & Insights,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Telco,Sunrise,Customer,Internal; External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Sunrise,Customer,Internal; External,4,6,3,1,Customer Support & Query Resolution,Predictive Analysis,Service Usage & Ongoing Support,Text-to-Text AI
Telco,Swisscom,Customer,Internal; External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Swisscom,Customer,Internal; External,1,7,3,1,Summarization & Insights,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
Telco,Swisscom,Customer,Internal; External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Telco,Swisscom,Customer,Internal; External,4,7,3,1,Customer Support & Query Resolution,Sentiment Analysis & Customer Insights,Service Usage & Ongoing Support,Text-to-Text AI
